logFC	logCPM	F	PValue	FDR
PB.13754	1.49217341707445	4.76663353244191	39.4845106903691	0.00019164319735236	0.0449258387797476
PB.15818	1.38025815042648	3.84392362629208	39.2533356240829	0.000195662845859276	0.0449258387797476
PB.4418	1.23329093247123	4.64487688634742	39.2087207579551	0.000196450584953901	0.0449258387797476
PB.14133	1.7082562481564	4.80217986109549	38.8698553234848	0.000202563766636253	0.0449258387797476
PB.5007	1.1564268904675	5.33508796181084	38.8366071775322	0.00020317617963706	0.0449258387797476
PB.17664	1.30455015976909	5.47563019406268	38.0094695662273	0.000219177343022153	0.046652042885144
PB.14699	4.05387387093684	0.606652357791022	38.0055534882871	0.000219256741412843	0.046652042885144
PB.17009	1.52172661427816	2.60110275481488	37.6274607707674	0.000227093229354074	0.0466520851220938
PB.23125	1.56183382598875	4.14701748450231	37.6068273727897	0.000227530786708802	0.0466520851220938
PB.10419	1.40825782227304	6.35181878212194	37.2267270595019	0.000235781303829875	0.0470521793337454
PB.14319	1.97865379861789	2.28255947176863	36.8622920299313	0.000244042499870935	0.0470521793337454
PB.9344	1.78820903885387	5.85422073032528	36.8288565438299	0.000244818257046015	0.0470521793337454
PB.25822	1.60322967781823	4.17551004331028	36.7708343409342	0.000246171728357806	0.0470521793337454
PB.10363	-1.74599518571587	2.24821404457265	36.2885240445908	0.000257788932257017	0.0480187385089675
PB.16979	1.98365577381227	2.75536632292965	35.9849677607653	0.000265449667573245	0.0480187385089675
PB.24502	1.41615830212039	4.0137871657105	35.7527238784525	0.000271501805565775	0.0480187385089675
PB.235	1.34630982201077	4.51938566503666	35.7280562601354	0.00027215462388574	0.0480187385089675
PB.956	2.88172950616694	1.40244647650735	35.4682065563289	0.000279150964569584	0.0480187385089675
PB.12387	-2.67865367814491	3.62076927066532	35.4233392298871	0.000280381454391391	0.0480187385089675
PB.11626	1.70045372076024	3.15411685775959	35.3995918337833	0.000281035447511914	0.0480187385089675
PB.2834	1.35730861004717	4.60064213111782	35.1603161848372	0.000287731594651269	0.04842909243108
PB.7638	1.51697622595225	3.71184798199099	34.696078071025	0.000301296529732071	0.0499664847910083
PB.21599	1.15493437132827	5.23208918492199	34.4415824526657	0.000309069254590015	0.0505095989550649
PB.5154	1.3319071293463	4.52675768025911	34.2990982850158	0.000313529478305803	0.0505095989550649
PB.173	2.52555082139418	2.41482006273257	33.9892846540326	0.000323506091085995	0.0513827913968558
PB.3668	2.48820654192554	1.82544487915513	33.7691477664795	0.000330834640881799	0.0514518572634373
PB.23923	1.84355553753787	2.97175734122177	33.7033177764955	0.000333066026445945	0.0514518572634373
PB.11860	1.94992678840464	3.84567134160008	32.106355717047	0.000393391722019775	0.0580592475348109
PB.8764	1.36141765831442	5.76637743111521	32.060017963951	0.000395336072849814	0.0580592475348109
PB.11631	-0.868936625156375	7.80825162817345	32.0373892706505	0.000396289908017122	0.0580592475348109
PB.17164	2.50503309466291	1.27988432576666	32.0340173996762	0.000396432281652173	0.0580592475348109
PB.6875	-1.0831360639352	6.26028656353346	31.9130931991534	0.00040158032346504	0.0580592475348109
PB.11155	1.66521165749054	2.86004105216831	31.5736246546803	0.00041648147981885	0.0594514132647744
PB.5308	1.40073188893999	4.33342552345537	31.3906251805206	0.000424798630185862	0.0594896733221869
PB.16843	-0.918928658466089	6.04824853768417	31.3364521948892	0.000427300127613473	0.0594896733221869
PB.23335	1.10990554452919	5.61552268663712	31.0252690304754	0.000442028269042078	0.0607896681705794
PB.26751	2.07510656093561	2.92489559410245	30.7197961284059	0.000457102723079476	0.0619496900238222
PB.12347	-1.50918435334006	3.79131812014932	30.6340096928341	0.00046145020501916	0.0619496900238222
PB.27347	3.57241358673913	1.17573851345457	30.1363620735821	0.000487706040809995	0.0644005266896982
PB.15273	-0.922171319353977	6.49657944050555	30.073960458555	0.00049112754237067	0.0644005266896982
PB.24122	1.47674561254265	3.61235222554321	29.5355303919175	0.000521920662847299	0.0676517162635516
PB.585	1.17228055917344	3.54436765884718	29.1372716897753	0.000546247132013236	0.0700003284967417
PB.21766	1.16790041848357	4.53146342984275	28.978527030984	0.00055633414908421	0.0704919123508161
PB.12166	-2.92534923956845	0.26132766451768	28.8191438382338	0.000566694960353776	0.0710068785323281
PB.11660	1.32219362221714	4.4000791763668	28.4169622339283	0.000593921695702587	0.0731767824121689
PB.13291	-1.18150774890573	4.70219852499901	28.3730640253191	0.000596990687409731	0.0731767824121689
PB.24391	1.36664007001287	5.0484664494362	27.8981231201033	0.000631484607445168	0.0765726012705286
PB.24648	-1.58823789370409	5.5485664662581	27.6475345633202	0.00065068000099516	0.0776232682126178
PB.12500	1.24105454386225	7.24892283333729	27.5824826037536	0.000655780824849228	0.0776232682126178
PB.17626	-0.936367859002032	5.91137345633195	27.460631514547	0.000665469389354579	0.0776232682126178
PB.66	-0.980252853714009	4.54635540872221	27.3946783136275	0.000670787427227652	0.0776232682126178
PB.15597	1.46436746964127	5.4966716284654	27.2634083462723	0.00068152982078505	0.0776232682126178
PB.20180	0.925836573985306	5.22296839695316	27.1924199089383	0.000687427947526169	0.0776232682126178
PB.10803	2.74967744911505	0.373816506434897	27.1815984005434	0.000688332608075001	0.0776232682126178
PB.17597	1.084654754155	6.03976028434034	26.9471427804697	0.000708299985987398	0.0790841479403949
PB.25369	1.91890431414659	3.62834824667057	26.7066491793397	0.0007295328096659	0.0806562891627682
PB.17771	1.10757833056366	5.89711390528626	26.622332764411	0.000737163283161206	0.0807086441185332
PB.387	0.918330440067808	5.06357894043383	26.2223025767427	0.000774742932671068	0.0835774526161702
PB.19653	1.92067518261889	2.09148819269797	26.1868312825252	0.00077818857184516	0.0835774526161702
PB.16347	1.18843111057451	3.50565015254996	25.8828207429028	0.000808512655167235	0.0860150680407633
PB.1339	-2.84402040271856	3.83809481002232	25.5997607591628	0.00083807414613287	0.0866305146530459
PB.19521	3.74548414394816	2.9252397065706	25.5873430971319	0.000839401405705563	0.0866305146530459
PB.5455	2.41891658640305	0.935873996839835	25.546683386834	0.000843765581170691	0.0866305146530459
PB.22520	-1.38513438320689	4.14402651004386	25.5349902370794	0.000845025858990427	0.0866305146530459
PB.731	2.43071179459615	1.09307147598439	25.2482788481904	0.000876670388648429	0.0885955815769064
PB.7313	-0.755315402061117	7.13316902106336	25.2196831234221	0.000879906458864371	0.0885955815769064
PB.11857	1.1346956171079	3.52152009124766	25.0950084097635	0.000894189633142888	0.0887763763061108
PB.26743	1.43729905958221	2.88036198439034	25.0669231979194	0.00089744674105672	0.0887763763061108
PB.16488	1.03237297430473	5.90340224498428	24.8614553497024	0.000921728154179329	0.0896874019920977
PB.4493	-3.75014668620445	1.77264469799807	24.8545137388848	0.000922562616926783	0.0896874019920977
PB.16748	1.16745199696229	5.21314941326893	24.3846308324702	0.000981291991712299	0.0945814512011932
PB.6445	3.99276843746062	0.142353527207086	24.1649969528223	0.00101033054063134	0.0965550636160982
PB.26385	-1.30996330726558	5.84684549574691	23.9788539714936	0.0010357791330132	0.0981553048990741
PB.3826	2.17958966968695	2.53137190003693	23.828515838688	0.00105691480063067	0.0985536071415267
PB.15598	1.23937214624701	4.3251283702744	23.810053870888	0.0010595470369622	0.0985536071415267
PB.22268	1.07399826328523	4.24874339129243	23.7099248889636	0.00107396545296883	0.0985536071415267
PB.4452	1.55422458563055	3.73706878098519	23.6774488181544	0.00107869412683913	0.0985536071415267
PB.12813	2.81436627111268	1.32595558098429	23.6434042076879	0.00108367892928521	0.0985536071415267
PB.1038	1.13693354037033	4.31231418111222	23.3813077189255	0.0011230270480414	0.101315008166103
PB.12471	0.802649784378671	6.43846503257697	22.7699194468494	0.00122192824397533	0.109362577835792
PB.20241	-2.40495873100148	1.745351163483	22.6130258376591	0.00124903040186971	0.110102993256342
PB.11581	-1.41584500646891	2.29885448547499	22.6090430680459	0.00124972804263649	0.110102993256342
PB.27165	1.34364752092728	4.25988041386923	22.5375636243871	0.00126233125597939	0.110351237005268
PB.23242	1.3217946066407	5.189086135391	22.3279118918399	0.00130021687521584	0.11117393915979
PB.6434	1.10079003985316	6.20864154304257	22.3238629746277	0.00130096232003608	0.11117393915979
PB.22166	1.54410680649242	3.19491367801472	22.3219335965771	0.00130131772360488	0.11117393915979
PB.11708	-0.806459384986993	4.48854358857446	22.0935281660631	0.00134425579452248	0.113978741314512
PB.25897	1.01294235160519	4.05723890690226	21.9810338107569	0.00136604911857323	0.114962208284704
PB.5914	-1.24629932777743	5.92492975730823	21.9165186893951	0.00137874527066975	0.115171188276613
PB.14385	-1.61145201836871	1.89533123684968	21.6314897598454	0.00143662001532824	0.119011693423589
PB.20818	0.861505216182347	5.72241950122529	21.5874546299379	0.00144582796834545	0.119011693423589
PB.21106	-2.01339048731342	1.91560029128782	21.4590997153916	0.00147308831533491	0.120376934290085
PB.12515	1.28226917346318	3.57055890613825	21.3444305326163	0.00149798299094734	0.121162470327488
PB.6269	3.7151462877449	1.88893940364671	21.316209587014	0.00150418957576025	0.121162470327488
PB.6570	0.911177485979588	5.80683433275881	21.1492637687744	0.00154156525398765	0.122416702374694
PB.23099	-1.38651609176637	3.19329693176029	21.098800938934	0.00155308891273491	0.122416702374694
PB.1231	2.29857797188673	0.734125225443736	21.0928812787269	0.00155444771288838	0.122416702374694
PB.13554	-2.44890741405547	0.30546934041405	21.0549819601056	0.00156318215322834	0.122416702374694
PB.26054	-1.87437605191983	1.13285129963573	20.6806026738433	0.00165282016492899	0.128543813792443
PB.15624	1.2474236905706	3.39225238858065	20.5829931640822	0.00167723125759019	0.129548882820853
PB.16705	1.32312354370341	4.9434183474128	20.4502342174811	0.00171115494593777	0.131184847124553
PB.10624	-2.79755763945712	3.46046263713868	20.4097164863922	0.00172167751835007	0.131184847124553
PB.18695	2.07143122761419	2.66446218132831	20.257182191873	0.0017620180281816	0.132704728502212
PB.13436	-0.672716800910601	5.88602746663818	20.215459307261	0.00177325604316003	0.132704728502212
PB.10611	2.32853658041423	0.537746945388417	20.2018986248296	0.00177692772934593	0.132704728502212
PB.26432	0.907492921503709	3.88752684066393	20.0345032400261	0.00182303775827258	0.135252610526578
PB.10151	2.30299485757203	3.30840125949654	19.9499310416854	0.00184689791085972	0.136127240135719
PB.24501	1.03651650410068	4.0452324228699	19.9012411792743	0.00186081042912528	0.136262072787311
PB.21770	1.22068133795683	2.88840299597398	19.7856219084382	0.00189437164798367	0.137037924622082
PB.15838	0.77899420745252	6.15387533785707	19.7810656604947	0.00189570951858161	0.137037924622082
PB.24510	1.29659269182759	3.06946650732472	19.671193936129	0.00192832945610073	0.138508097302216
PB.18933	-0.878880043857242	9.19966445261942	19.5728557925403	0.00195811754556636	0.139757541527543
PB.13625	2.36263148507862	1.04255380132837	19.5088329788243	0.0019778181098668	0.140275816509232
PB.2978	1.12756375236706	5.34432292997684	19.4124410244163	0.00200794508172465	0.140722500427602
PB.9759	-1.4586043501601	2.92665080374589	19.3868278657476	0.00201604593767011	0.140722500427602
PB.21002	-0.51570944650078	7.2086657667519	19.3531337002779	0.00202676447596952	0.140722500427602
PB.8999	-1.72025241910127	6.23512927663543	19.3304165609523	0.00203403099846582	0.140722500427602
PB.19619	-0.850469076255673	4.86868681894247	19.2405602721027	0.00206309196918765	0.141862732539812
PB.4278	-2.41409658895934	2.51290759656056	19.1487940185926	0.00209330417602282	0.143067825412178
PB.3256	-1.77301841694324	3.27166969043533	18.9802774086941	0.00215022808566325	0.145845294906516
PB.23313	1.94062061866213	1.73086445244013	18.9412695334862	0.00216367740161449	0.145845294906516
PB.23562	1.0380439615159	3.47250147472796	18.9151487273093	0.00217274182356076	0.145845294906516
PB.13897	-0.478098054458205	8.88075795106267	18.8743758675955	0.0021869851568459	0.145932731442315
PB.20080	1.86753104513805	1.3275963383875	18.7802031997414	0.00222032818931306	0.147286123475784
PB.18219	0.734225795871381	4.93324099628057	18.5249281620544	0.00231393672231573	0.152598037529559
PB.16764	1.17165056610285	2.86558044428661	18.3952647343303	0.00236335898312692	0.153944775289865
PB.24609	0.648507646437165	6.9936621447225	18.3657256457738	0.00237480067327355	0.153944775289865
PB.18090	-2.13960427206757	4.96926831612138	18.3644102499258	0.00237531177622032	0.153944775289865
PB.13773	-0.78605139541226	6.38138684915046	18.2914250692283	0.00240388563096401	0.154901792072447
PB.5696	1.40334968797978	4.19246959907878	18.220714718683	0.00243197675698646	0.154901792072447
PB.6627	0.860779639498023	4.93883839192818	18.1896444707628	0.0024444488006591	0.154901792072447
PB.5962	-1.70447282296325	3.24144500587686	18.1816452608567	0.00244767263684483	0.154901792072447
PB.9801	2.14086300381789	0.505651870376683	18.1542374289699	0.00245875860432455	0.154901792072447
PB.10199	1.17632268882066	4.8197529742901	18.0356886497394	0.00250743313931864	0.157090686178313
PB.23720	-0.684412680402581	4.98980197562135	17.9091052918801	0.00256073375201552	0.159543616140768
PB.16520	1.94319646212052	1.98831178164314	17.79035755134	0.00261201887370497	0.161728924311677
PB.16551	-0.626620200184995	6.37256242761925	17.7619143317911	0.00262449172200381	0.161728924311677
PB.6446	2.6604965960192	1.25648854802362	17.435139466524	0.00277323113425748	0.169904186200381
PB.26694	1.20200690654262	4.54666275476871	17.4053803816323	0.00278729045376169	0.169904186200381
PB.16035	-1.41939401766403	4.0253866583164	17.343811705869	0.00281665975702421	0.170350790043847
PB.24803	-0.890200191864317	6.92107181913588	17.2561462799652	0.00285914358413741	0.170350790043847
PB.10788	0.926751436123346	8.23647750689132	17.2524936461666	0.00286093089752452	0.170350790043847
PB.14603	1.16284406365896	5.34784342395313	17.2314689760604	0.00287124573434441	0.170350790043847
PB.20077	1.57023128729696	3.32614848196589	17.2190971621263	0.00287733699982283	0.170350790043847
PB.13553	1.09948132118353	5.00285303761749	17.1896129083214	0.00289191836460133	0.170350790043847
PB.19516	3.11244986872417	4.5553939068585	17.1726291299152	0.00290035928779096	0.170350790043847
PB.1547	0.91989627128736	4.53637770716759	17.1088707998284	0.00293232128167563	0.170473294487786
PB.11787	-0.753348466945494	7.97005856016316	17.1081624475227	0.00293267882687155	0.170473294487786
PB.8620	0.622298730174985	5.62032711087951	17.0682294152298	0.00295292307856185	0.170769813112523
PB.15280	-1.2745546698204	3.20037734505424	16.6475835385078	0.0031770799059773	0.182795561733194
PB.24181	-1.00675832531814	4.04830776082803	16.4833585475746	0.00327030129954353	0.187203998756103
PB.11185	-0.569916912055184	5.51031478804637	16.4314422096685	0.00330047575597021	0.187977096465031
PB.13467	1.174552802081	2.84354794169842	16.3941311971354	0.0033223750713642	0.188273485828011
PB.11856	1.20206168736565	5.59498304533062	16.2842516728601	0.00338792405222545	0.191028097684732
PB.3445	-2.44914198426328	0.474182838116524	16.2070405450498	0.00343494691973403	0.192715902556421
PB.16353	-0.445726833278812	8.0728230824373	16.1399808610875	0.00347644651560949	0.193218954695287
PB.15169	-0.447672106584746	7.9675284070222	16.1371996559006	0.00347818105907097	0.193218954695287
PB.10915	2.533014846495	1.782557922587	15.8722101676617	0.00364849224394273	0.20066658720607
PB.26344	0.711644489993984	6.92099464587235	15.8614251697871	0.00365564070991685	0.20066658720607
PB.22939	-0.963522130936468	6.01990668576378	15.8463969724983	0.00366563066103134	0.20066658720607
PB.24998	-0.664656519909694	4.63114542579657	15.7287985975124	0.00374498604125756	0.20402032650851
PB.2046	-0.618085740193667	4.97597873415946	15.6318088101982	0.00381204542351297	0.205036225935435
PB.799	1.40061468753246	3.086635807212	15.628953827554	0.00381404187473091	0.205036225935435
PB.14505	0.982424490944168	5.50177474245968	15.6230431600709	0.00381817925391872	0.205036225935435
PB.23585	-0.713169213696016	5.19442118657874	15.4766149110577	0.00392247965134581	0.209638876911027
PB.23573	-0.563683905002488	5.13336212413064	15.4297839171154	0.00395658209988807	0.209887602963925
PB.23135	0.968527927670249	3.01408184541106	15.394080825108	0.00398282882056772	0.209887602963925
PB.6117	1.03720387364557	3.71481239202467	15.3938902506014	0.00398296949847299	0.209887602963925
PB.17842	-0.940654958886687	5.35297096181281	15.1919064366223	0.00413560419299516	0.216542824875335
PB.2533	1.58706562825279	0.909410475106285	15.1763382573818	0.00414766783480291	0.216542824875335
PB.8395	1.22669380205354	3.66902990925284	15.1466054415731	0.00417082922150675	0.216748576640238
PB.11489	1.02820466445309	4.18411372889723	15.0619817553916	0.00423763469435601	0.218225816946213
PB.6129	-1.3053314338339	2.94596002357609	15.0615760834332	0.0042379581370241	0.218225816946213
PB.18031	0.708747997281106	5.01088039816152	14.9776289212465	0.00430555419975962	0.220698794139496
PB.12359	0.558572781816326	6.01636299440837	14.8585113621501	0.00440378522992817	0.224712606506335
PB.21134	0.912513703951691	4.5848723042066	14.7255800229559	0.00451671746001426	0.228908130095521
PB.7988	-0.743592044654174	3.78844100253571	14.7141395721058	0.00452660397368991	0.228908130095521
PB.1026	2.0628090355268	0.944063679863915	14.5874073956977	0.00463794154422955	0.231631044201967
PB.10824	0.936662218114675	5.71492839222432	14.5864149478538	0.00463882678031361	0.231631044201967
PB.5757	0.995128640152849	4.73421787765857	14.5827816829705	0.0046420693437656	0.231631044201967
PB.16962	-1.60802637430996	3.73337070213952	14.5125062852929	0.00470534533000466	0.233754093772963
PB.12958	1.96546141447006	1.37859367750569	14.4619883042288	0.00475149471082567	0.235011429184127
PB.11196	1.65350464751757	2.81881397575765	14.4112590953761	0.00479840431169333	0.236295220187623
PB.27126	1.47684163758444	1.30011465786086	14.3667497685463	0.00484003711747473	0.23730912423375
PB.3432	1.23766263465962	2.81477400238289	14.2782679802571	0.00492414203389271	0.239090075902691
PB.5653	-0.652160548781201	5.57504517113941	14.2732416099087	0.00492897406658151	0.239090075902691
PB.6160	0.880217715140562	6.05380797927262	14.2618311848097	0.00493996521107803	0.239090075902691
PB.23246	-0.847642463993807	5.01142983743054	14.2395765227122	0.00496148987941729	0.239105646881149
PB.5432	-0.794570713952322	5.21750407436447	14.1471973124188	0.00505209466663467	0.242436049172933
PB.10283	0.874578172794897	4.65852886584685	14.12124794724	0.00507791472322345	0.242642560736402
PB.12749	-0.579106581617102	6.36572364560453	14.080217908564	0.00511907583668275	0.243577292026461
PB.16189	1.23504855085714	2.68624438403269	13.8783437964335	0.00532774202908387	0.252440953201591
PB.1818	-0.527624778594139	7.3355351375204	13.7627110368854	0.00545203312358376	0.257249278387674
PB.24134	0.849793781113779	4.50838539097225	13.5890960953489	0.00564549387872131	0.264271390739784
PB.24371	1.3349739269822	3.1503711588319	13.539401631766	0.00570243355556656	0.264271390739784
PB.9157	-1.70004786827036	4.38090722767097	13.5359690486683	0.00570639289245177	0.264271390739784
PB.16513	-3.05025540428056	0.355777973422055	13.5322892945915	0.00571064112634454	0.264271390739784
PB.15968	-0.771461981879039	3.74817828058019	13.5202582395142	0.00572455830923481	0.264271390739784
PB.9809	2.06763841047881	1.53658236624919	13.5056924179012	0.00574146410669921	0.264271390739784
PB.5129	-1.05370387531379	3.55879013500457	13.4444574864599	0.0058132189126527	0.266486462105628
PB.26546	-0.486387090068932	7.48824841187304	13.3837920042077	0.00588540900860519	0.26870347121474
PB.24707	-0.649552196163252	4.66781436649103	13.3198938950082	0.00596265500254156	0.271132501869601
PB.7303	-1.0122096259795	3.65310475647764	13.254011727337	0.00604362374680148	0.272525938668009
PB.3852	-0.491843146446434	6.87403199820565	13.2248396923619	0.00607991243242374	0.272525938668009
PB.5650	0.7566490210946	4.72102611774751	13.2188951587248	0.00608734035799773	0.272525938668009
PB.11411	0.575749757010591	5.42174862787457	13.2167967382698	0.00608996510989965	0.272525938668009
PB.3391	0.880308583420554	4.82301903622248	13.1818722129493	0.00613385680260499	0.27317773106871
PB.12230	-1.1789040986012	3.11724172989363	13.1667537889248	0.0061529789564115	0.27317773106871
PB.14566	0.604297349827002	4.87839957708414	13.1190778943359	0.00621376799162303	0.273744059403013
PB.15414	1.55204936124326	2.11965445081432	13.1186757830703	0.00621428387045947	0.273744059403013
PB.21884	-1.15796889062813	2.63283997007079	13.0805853537205	0.00626339343740507	0.274833804644424
PB.16655	0.908314462664523	5.7062428479183	13.030463709367	0.00632875230563457	0.276625347870702
PB.1994	1.02238917039501	4.50679328864271	12.9976430526563	0.00637201042433873	0.277440778205668
PB.13817	-1.57660638528768	6.46335870663508	12.9602829019756	0.00642170007589994	0.27843763492924
PB.4607	1.26259596872549	3.43069712867762	12.9434192350015	0.00644428684193771	0.27843763492924
PB.4952	0.872370367877658	4.02889730089472	12.8956831185535	0.00650876116768734	0.279011130936218
PB.20340	0.978021770152819	3.35251264775839	12.892106725532	0.00651362381890739	0.279011130936218
PB.10306	0.744290350777662	3.62475898878419	12.8787788566259	0.00653178492215673	0.279011130936218
PB.25540	-0.536410045496286	6.30176341144953	12.8077210129768	0.00662968121233945	0.279401598897675
PB.10271	1.45323581061255	3.18027808223027	12.7964348636538	0.00664539761045496	0.279401598897675
PB.4932	0.560630364809513	6.49698283297149	12.7839429225533	0.00666284718200733	0.279401598897675
PB.9286	-0.53914028658067	6.93217354775383	12.7675634346953	0.00668581356814199	0.279401598897675
PB.19164	0.798151106922699	3.25021526530563	12.7674429143859	0.00668598291941785	0.279401598897675
PB.14718	-0.743286472108136	4.61786699797839	12.7648815179347	0.00668958337344791	0.279401598897675
PB.24353	-1.1087892692401	2.38171927390085	12.7317168998133	0.00673642002810272	0.280319589139905
PB.6846	-0.678383771581147	5.56189660263766	12.708091523961	0.0067700338277548	0.280682615719084
PB.10386	1.48619697761577	0.938617382950083	12.6168583351991	0.00690181346285449	0.283866554423559
PB.23938	0.701927649281882	4.59536129286033	12.6035695571939	0.00692127339319638	0.283866554423559
PB.25262	-0.769853838146016	3.83415786883383	12.602838047781	0.00692234658743271	0.283866554423559
PB.22973	-1.01013194883722	3.92546888510801	12.5726849424198	0.00696676474418003	0.284652920362747
PB.20407	-1.06812322587596	3.95485500982324	12.5426771650081	0.0070113213109511	0.285439243406482
PB.12353	-1.01864209527012	8.69630385229444	12.4664824342121	0.00712606079717593	0.289066861905586
PB.42	2.00395727236041	1.39816176256785	12.4344216537133	0.00717503788226882	0.2895546352299
PB.9609	1.87792672147638	1.96056731275389	12.4250466592196	0.00718943849112103	0.2895546352299
PB.7060	1.11232500700723	3.21337967235352	12.3706643809659	0.00727368618282872	0.291905192468895
PB.4060	1.26394578532304	3.54597124440829	12.3114615330464	0.00736680273356944	0.294593739100931
PB.62	-1.89336225709454	8.28118664786044	12.1201399397631	0.00767803883033499	0.305954925405257
PB.17671	0.81093793939973	6.63302191234639	12.0843740851966	0.00773802465740856	0.307259521343649
PB.9160	-0.561184665091308	8.39567918295756	12.0255858401412	0.0078378957647403	0.310133159785882
PB.19072	1.03265985557652	3.73180620119695	11.9903763130301	0.00789847910774072	0.311437583559413
PB.21745	0.698756059116984	4.97043664043208	11.9525565181441	0.00796420432965796	0.312934955489731
PB.16283	0.456818257395583	6.01929247640253	11.9313666549134	0.00800132672828118	0.31330194970426
PB.9365	-0.58035636598745	7.91574093726205	11.906089417243	0.00804589185232716	0.313384689612334
PB.23833	0.794968267922776	5.27809860938061	11.898676794126	0.00805901924160476	0.313384689612334
PB.16292	-1.25478088498972	8.7059700180533	11.8444173412797	0.00815592616580329	0.315291006672302
PB.16048	-0.477793644528236	5.86071926625821	11.833637797621	0.00817535068930502	0.315291006672302
